pedido_id,cliente_id,produto_id,data_compra,quantidade,preco,status
540,144.0,13,2025-08-10,4,3945.15,entregue
541,315.0,4,2025-01-30,3,22.68,processando
542,55.0,2,2025-07-24,8,3461.69,entregue
543,54.0,21,2024-11-26,2,1931.43,enviado
544,298.0,21,2025-05-29,2,2028.43,enviado
545,371.0,25,2024-01-27,10,1809.7,enviado
546,192.0,26,2026-03-30,6,3709.96,enviado
547,166.0,31,2024-08-26,7,2297.98,entregue
548,199.0,31,2024-03-09,2,3395.75,entregue
549,343.0,16,2025-02-14,2,2435.68,cancelado
550,398.0,22,2024-07-09,7,816.32,entregue
551,66.0,15,2024-04-08,3,3729.45,entregue
552,380.0,26,2025-12-17,8,2330.95,enviado
553,136.0,18,2024-02-15,7,388.76,enviado
554,269.0,24,2026-02-27,2,3456.56,entregue
555,298.0,26,2025-04-29,6,1985.38,enviado
556,297.0,31,2024-03-01,8,2011.25,entregue
557,155.0,5,2025-04-19,4,287.82,entregue
558,130.0,3,2025-08-07,4,1076.21,enviado
559,41.0,26,2026-01-05,10,3920.51,cancelado
560,205.0,22,2026-04-24,2,1100.85,enviado
561,306.0,6,2025-10-22,1,1179.58,cancelado
562,203.0,32,2025-02-26,3,1318.58, CANCELADO 
563,37.0,11,2025-03-26,7,3140.71,entregue
564,,27,2025-05-18,2,181.07,entregue
565,374.0,25,2024-03-28,4,501.26,entregue
566,385.0,30,2024-09-05,10,3053.12,processando
567,198.0,29,2025-07-06,7,1791.95,enviado
568,229.0,1,2025-07-23,-3,2000.17,cancelado
569,274.0,4,2025-07-28,2,3282.99,entregue
570,386.0,5,2025-01-18,2,569.64,entregue
571,110.0,9,2024-12-21,2,1945.86,entregue
572,122.0,18,2024-02-24,1,3613.82,enviado
573,204.0,23,2026-01-19,1,388.53,entregue
574,69.0,18,2024-09-14,1,1382.39,entregue
575,184.0,9,2025-03-04,7,2249.78,enviado
576,100.0,22,2024-03-20,2,2513.11,enviado
577,228.0,9,2025-09-18,4,1814.78,processando
578,115.0,18,2025-09-29,1,242.07,entregue
579,88.0,28,2025-05-07,8,2552.43,enviado
580,121.0,3,2024-02-08,2,186.4,processando
581,213.0,28,2024-01-06,9,3487.73,processando
582,97.0,19,2024-08-02,1,3139.6,entregue
583,255.0,11,2024-03-29,2,342.88,enviado
584,45.0,7,2024-01-29,6,1676.23,processando
585,278.0,29,2025-01-04,5,2530.43,entregue
586,283.0,11,2026-04-05,7,1286.54,entregue
587,258.0,20,2026-04-09,8,2155.53,enviado
588,247.0,9,2024-05-14,9,665.61,entregue
589,301.0,7,2024-09-29,3,1657.64,processando
590,95.0,5,2026-02-17,5,268.26,entregue
591,332.0,14,2024-02-19,5,612.56,entregue
592,180.0,7,2026-04-10,1,896.76,entregue
593,378.0,32,2025-11-23,3,253.11,entregue
594,218.0,16,2025-01-15,5,2912.75,entregue
595,282.0,23,2024-02-23,9,3511.9,entregue
596,155.0,6,2025-12-01,2,3831.6,cancelado
597,258.0,18,2024-04-05,2,1111.6,entregue
598,298.0,21,2025-07-01,3,168.54,entregue
599,12.0,32,2024-02-19,2,2627.06,cancelado
600,257.0,2,2024-12-03,4,3084.05,entregue
601,305.0,10,2024-08-10,8,760.27,processando
602,380.0,21,2024-03-11,2,2002.9,cancelado
603,374.0,26,2025-03-25,1,2068.81,enviado
604,82.0,18,2024-02-23,8,1390.07,entregue
605,215.0,19,2025-08-10,10,1948.71,cancelado
606,390.0,24,2026-03-03,4,1681.15,entregue
607,353.0,20,2025-08-01,2,1601.12,entregue
608,356.0,5,2025-01-10,5,2469.95,enviado
609,88.0,8,2026-02-23,6,1461.77,cancelado
610,394.0,18,2024-09-26,2,3024.51,entregue
611,275.0,27,2025-01-07,8,3059.23,enviado
612,185.0,19,2024-05-24,1,1284.15,entregue
613,111.0,23,2025-11-06,5,2314.56,enviado
614,318.0,9,2024-01-09,1,291.3,cancelado
615,386.0,13,2024-06-16,4,1706.35,entregue
616,381.0,14,2024-08-02,9,697.73,entregue
617,82.0,6,2025-10-04,3,1671.28,cancelado
618,177.0,18,2026-04-23,2,2668.35,processando
619,238.0,4,2025-06-28,7,625.76,processando
620,373.0,16,2024-08-18,6,3518.74,entregue
621,90.0,17,2024-04-04,6,3015.02,processando
622,259.0,19,2024-05-04,7,3969.76,enviado
623,108.0,16,2025-03-28,7,1676.96,enviado
624,12.0,4,2024-12-22,8,1722.27,enviado
625,233.0,29,2026-04-22,10,1829.93,entregue
626,95.0,8,2024-05-31,4,2529.76,enviado
627,265.0,31,2024-10-18,5,-3806.25,entregue
628,137.0,10,2024-11-06,2,3440.95,processando
629,138.0,32,2025-07-13,5,1693.32,entregue
630,167.0,23,2024-06-06,9,1510.94,entregue
631,192.0,16,2024-02-20,9,544.39,processando
632,285.0,4,2025-12-09,9,1093.46,entregue
633,381.0,31,2024-06-27,6,558.32,cancelado
634,384.0,24,2024-12-31,5,1804.31,processando
635,292.0,2,2026-04-10,4,1689.29,entregue
636,46.0,6,2026-01-25,8,977.6,enviado
637,386.0,5,2025-07-05,5,3156.82,entregue
638,82.0,14,2025-10-29,3,2001.18,entregue
639,354.0,30,2025-01-10,5,3290.28,enviado
640,46.0,13,2024-05-19,1,1917.67,entregue
641,133.0,26,2025-01-11,2,1953.3,entregue
642,122.0,24,2026-02-22,4,2847.32,cancelado
643,198.0,20,2024-02-14,2,3199.98,processando
644,336.0,10,2025-10-06,8,27.51,entregue
645,144.0,29,2026-01-15,10,696.88,enviado
646,290.0,21,2024-01-10,5,2353.83,entregue
647,209.0,12,2024-08-17,6,3003.64,entregue
648,331.0,25,2025-06-03,4,2716.0,cancelado
649,399.0,21,2024-12-14,10,1379.6,entregue
650,302.0,27,2025-06-14,1,226.7,entregue
651,255.0,7,2024-02-15,9,2881.68,enviado
652,256.0,13,2024-11-03,10,3552.24,enviado
653,262.0,30,2024-05-23,2,2714.89,cancelado
654,166.0,15,2024-04-12,10,3647.66,entregue
655,252.0,23,2025-06-13,5,830.44,entregue
656,358.0,8,2025-01-17,6,296.14,processando
657,218.0,21,2025-01-31,10,1847.45,processando
658,382.0,31,2025-08-29,2,1193.69,enviado
659,287.0,26,2024-05-15,10,2961.74,enviado
660,384.0,23,2024-06-27,8,2501.32,entregue
661,78.0,26,2024-04-28,10,953.33,cancelado
662,196.0,25,2026-04-23,4,614.99,entregue
663,285.0,18,2024-08-02,9,98.02,processando
664,345.0,28,2024-04-07,9,1136.63,processando
665,136.0,21,2025-07-19,9,1191.63,enviado
666,305.0,23,2025-01-22,-7,3834.87,entregue
667,113.0,25,2025-12-17,4,3869.83,cancelado
668,359.0,29,2025-02-21,10,1629.88,cancelado
669,117.0,5,2026-03-02,4,3798.0,cancelado
670,165.0,31,2025-02-21,1,3728.24,cancelado
671,121.0,2,2024-01-28,7,2593.63,entregue
672,150.0,12,2025-02-06,3,2296.94,cancelado
673,325.0,14,2025-11-15,3,3736.27,processando
674,34.0,9,2024-03-24,7,88.69,processando
675,204.0,21,2025-02-15,2,3149.84,cancelado
676,284.0,28,2025-12-14,7,3041.31, ENVIADO 
677,11.0,3,2025-03-28,3,1282.37,enviado
678,322.0,24,2025-07-13,7,3190.49,entregue
679,59.0,11,2024-12-02,6,2639.47,cancelado
680,,31,2025-03-31,7,177.17,enviado
681,355.0,8,2024-03-02,3,1853.17,entregue
682,245.0,30,2025-08-22,7,3249.81,entregue
683,132.0,10,2024-10-23,1,2726.59,processando
684,33.0,27,2025-06-03,3,2495.52,entregue
685,315.0,25,2024-03-14,6,2844.67,entregue
686,336.0,17,2024-12-09,7,1723.37,enviado
687,136.0,21,2025-12-28,-6,3003.6,cancelado
688,390.0,31,2025-03-21,2,3452.93,entregue
689,369.0,25,2026-01-15,8,771.92,cancelado
690,63.0,17,2024-12-10,6,3764.02,processando
691,365.0,30,2024-11-01,8,2756.52,processando
692,189.0,12,2024-12-04,6,2624.7,entregue
693,235.0,9,2025-11-09,9,3342.88,entregue
694,131.0,25,2025-04-23,8,2026.24,cancelado
695,282.0,3,2026-01-28,3,1342.61,processando
696,326.0,8,2024-02-02,9,2973.42,processando
697,130.0,18,2025-02-21,9,2483.94,enviado
698,141.0,11,2025-03-31,10,1438.67,entregue
699,261.0,18,2025-11-11,1,169.3,entregue
700,124.0,11,2025-09-07,5,3438.82,entregue
701,257.0,10,2024-01-06,2,1097.27,entregue
702,266.0,20,2025-04-13,-7,2928.73,cancelado
703,209.0,16,2024-08-31,3,1137.4,entregue
704,40.0,18,2024-08-04,7,469.69,cancelado
705,305.0,2,2024-07-01,7,2628.83,cancelado
706,91.0,23,2026-04-12,7,3959.25,entregue
707,102.0,31,2025-09-22,7,350.21,entregue
708,57.0,24,2024-06-26,5,1743.49,enviado
709,311.0,32,2024-05-28,9,2098.19,processando
710,317.0,20,2025-09-23,9,3791.59,cancelado
711,216.0,32,2024-02-21,1,2819.98,entregue
712,306.0,20,2025-02-25,9,3548.78,cancelado
713,202.0,26,2025-06-06,1,3795.62,entregue
714,101.0,17,2025-10-24,1,3698.46,entregue
715,342.0,21,2025-01-10,4,458.03,entregue
716,192.0,4,2025-09-08,9,734.34,cancelado
717,96.0,26,2024-03-30,3,1514.27,processando
718,288.0,31,2026-04-13,3,1621.2,cancelado
719,38.0,23,2026-04-06,2,2823.6,enviado
720,200.0,26,2026-01-23,8,1843.92,processando
721,223.0,12,2025-07-02,4,1906.99,processando
722,294.0,31,2024-12-05,9,1315.44,entregue
723,121.0,13,2025-06-19,5,2621.39,enviado
724,256.0,23,2024-01-11,10,3942.07,entregue
725,369.0,16,2025-09-10,8,755.24,entregue
726,40.0,5,2025-08-04,6,3686.25,entregue
727,391.0,19,2024-03-29,7,2431.64,entregue
728,327.0,28,2024-05-08,4,3802.69,entregue
729,335.0,4,2025-07-21,-9,-1049.31,enviado
730,278.0,30,2025-02-15,9,3933.44, ENTREGUE 
731,311.0,32,2026-04-27,7,1252.99,processando
732,50.0,9,2024-02-08,9,953.01,cancelado
733,293.0,16,2026-01-31,2,3207.39,entregue
734,126.0,6,2025-01-11,1,1215.22,processando
735,42.0,26,2025-08-08,4,1551.95,enviado
736,377.0,31,2026-01-28,7,1881.62,enviado
737,353.0,13,2025-07-23,1,3418.53,processando
738,60.0,12,2025-12-06,6,823.5,entregue
739,74.0,13,2026-02-07,8,2062.94,cancelado
740,153.0,13,2024-04-04,2,2806.11,cancelado
741,84.0,5,2025-10-28,8,2200.76,processando
742,285.0,7,2024-02-28,8,1141.04,cancelado
743,294.0,10,2024-05-31,-5,3335.87,entregue
744,45.0,1,2026-01-19,-9,1754.71,entregue
745,31.0,28,2024-11-28,5,3239.36,cancelado
746,288.0,10,2024-07-20,9,1674.71,entregue
747,228.0,17,2025-08-25,1,1459.44,enviado
748,396.0,31,2026-04-28,7,3685.85,entregue
749,185.0,10,2025-07-02,4,2055.14,processando
750,289.0,4,2025-07-13,3,2796.95,enviado
751,15.0,17,2025-07-09,6,987.17,entregue
752,223.0,12,2024-12-02,9,117.07,enviado
753,87.0,7,2025-08-27,9,3993.01,enviado
754,351.0,14,2024-04-10,2,2938.89,entregue
755,55.0,6,2024-11-14,1,3249.07,processando
756,43.0,24,2024-07-28,10,1178.45,entregue
757,30.0,29,2024-11-21,10,1036.6,processando
758,380.0,6,2024-03-26,2,1547.02,entregue
759,2.0,3,2025-05-12,5,388.6,entregue
760,279.0,28,2024-03-21,-1,2499.06,entregue
761,222.0,4,2026-02-22,3,34.74,processando
762,45.0,26,2024-03-20,3,1422.11,cancelado
763,160.0,15,2025-10-10,9,1217.6,enviado
764,296.0,18,2024-06-24,5,1374.49,processando
765,235.0,27,2026-02-09,4,1277.68,enviado
766,384.0,14,2024-12-17,10,522.92,enviado
767,377.0,18,2025-07-03,7,2466.19,entregue
768,290.0,17,2026-03-28,2,3524.54,cancelado
769,95.0,17,2024-09-27,6,1572.12,entregue
770,10.0,18,2024-10-25,7,3075.88,cancelado
771,166.0,8,2024-09-25,9,439.45,cancelado
772,93.0,31,2025-03-25,3,2922.2,processando
773,392.0,28,2024-10-16,8,1557.86,entregue
774,356.0,21,2026-02-20,1,1807.14,cancelado
775,98.0,15,2025-04-28,10,3546.96,cancelado
776,282.0,9,2024-11-29,2,42.41, CANCELADO 
777,27.0,24,2024-05-19,7,3819.59,entregue
778,384.0,28,2026-04-12,7,3998.96,cancelado
779,259.0,30,2024-02-28,9,3121.36,entregue
780,98.0,29,2025-11-12,10,1815.2,entregue
781,83.0,1,2025-01-18,8,184.37,enviado
782,344.0,12,2025-10-05,3,2378.95,processando
783,190.0,28,2024-06-30,5,794.85,processando
784,49.0,25,2025-05-22,4,3886.42,enviado
785,13.0,2,2024-08-05,9,3353.1,enviado
786,163.0,19,2025-05-29,7,1499.42,entregue
787,124.0,10,2024-05-06,8,2126.3,entregue
788,364.0,22,2025-08-03,5,2568.78,cancelado
789,98.0,32,2025-02-18,-8,3615.52,enviado
790,182.0,4,2025-09-12,8,1822.93,cancelado
791,157.0,5,2026-02-03,4,3607.51,entregue
792,204.0,5,2025-01-23,6,463.9,enviado
793,33.0,5,2024-04-29,4,2618.48,entregue
794,134.0,24,2025-03-23,8,837.35,cancelado
795,148.0,15,2024-11-08,7,2453.24,entregue
796,391.0,3,2024-07-10,9,1600.34,entregue
797,319.0,21,2024-10-21,6,-1213.58,cancelado
798,78.0,6,2025-07-08,6,2333.46,entregue
799,100.0,7,2025-04-04,10,2033.66,entregue
800,382.0,31,2025-11-13,4,2507.63,entregue
801,219.0,21,2024-05-31,6,3281.71,entregue
802,102.0,5,2026-01-22,8,3345.94,enviado
803,77.0,3,2024-04-24,5,1051.6,cancelado
804,356.0,2,2025-06-25,7,1063.6,entregue
805,246.0,29,2025-03-02,2,2478.63,entregue
806,362.0,1,2024-08-27,1,1117.98,entregue
807,374.0,8,2025-08-01,9,2511.42,entregue
808,114.0,1,2024-05-21,4,137.64,enviado
809,359.0,29,2025-09-02,4,1169.13,entregue
810,117.0,17,2025-06-16,7,352.68,processando
811,9.0,12,2024-07-28,4,478.87,entregue
812,334.0,6,2024-03-02,5,1495.82,entregue
813,154.0,21,2024-03-09,4,2413.5,enviado
814,29.0,15,2025-02-28,10,1018.53,entregue
815,131.0,28,2025-07-14,3,1621.02,entregue
816,121.0,2,2025-03-19,2,281.88,cancelado
817,38.0,9,2025-12-02,2,1742.75,enviado
818,144.0,29,2025-06-29,9,2921.91,enviado
819,222.0,29,2024-11-28,1,3093.76,processando
820,214.0,6,2024-02-29,3,2689.23,processando
821,16.0,6,2025-09-30,4,3924.44,entregue
822,202.0,17,2024-11-15,4,2828.96,cancelado
823,355.0,23,2026-04-13,-7,3375.03,enviado
824,304.0,23,2026-04-26,7,352.29,entregue
825,249.0,5,2025-12-24,7,1507.36,processando
826,215.0,10,2025-04-26,10,2752.78,enviado
827,83.0,24,2025-12-12,8,3627.58,processando
828,196.0,8,2025-02-17,8,2105.59,enviado
829,202.0,18,2025-10-15,3,3046.77,enviado
830,394.0,25,2024-04-24,2,2450.6,enviado
831,156.0,11,2025-12-20,6,537.87,entregue
832,390.0,9,2025-04-25,3,1521.77,cancelado
833,73.0,8,2026-03-18,10,2301.61,processando
834,49.0,3,2026-03-22,9,911.9,entregue
835,188.0,17,2024-01-21,6,2724.8,cancelado
836,280.0,2,2026-01-09,6,1646.85,enviado
837,14.0,21,2026-02-04,4,1266.46,enviado
838,166.0,10,2025-10-25,1,3328.8,cancelado
839,170.0,10,2024-12-08,4,3716.55,processando
840,231.0,19,2025-04-07,1,2419.97, PROCESSANDO 
841,184.0,17,2024-06-13,8,2262.57,entregue
842,19.0,15,2024-01-05,-4,3453.66,processando
843,384.0,20,2024-06-04,4,3639.06,entregue
844,223.0,4,2025-05-25,1,3493.93,entregue
845,374.0,17,2024-08-09,3,441.43,enviado
846,364.0,4,2024-05-31,6,1814.34,processando
847,321.0,9,2025-02-11,8,3565.68,enviado
848,280.0,17,2024-11-26,5,1533.11,entregue
849,10.0,8,2024-05-23,5,1183.38,entregue
850,129.0,17,2024-06-02,2,2646.24,entregue
851,120.0,13,2024-10-15,2,3219.32,processando
852,66.0,1,2025-04-10,7,3042.2,entregue
853,,6,2025-08-21,9,208.03, PROCESSANDO 
854,208.0,21,2026-03-16,7,707.03,processando
855,46.0,14,2025-05-16,2,3583.3,entregue
856,237.0,23,2024-07-03,2,1632.21,entregue
857,47.0,23,2024-03-17,-9,317.87,entregue
858,329.0,25,2025-02-12,2,189.99,entregue
859,314.0,24,2024-01-20,7,114.37,processando
860,331.0,2,2025-12-29,9,3413.62,entregue
861,22.0,4,2025-09-29,6,1934.36,entregue
862,285.0,1,2026-03-04,10,1289.07,entregue
863,362.0,30,2025-07-24,9,1934.93,cancelado
864,79.0,15,2024-05-20,6,133.07,processando
865,83.0,17,2025-05-19,2,1089.48,enviado
866,120.0,10,2025-03-17,9,3623.06,enviado
867,149.0,28,2024-06-15,6,2464.34,enviado
868,90.0,15,2025-11-21,1,3400.69,processando
869,271.0,12,2024-04-30,2,2408.11,entregue
870,208.0,12,2025-08-22,5,491.95,enviado
871,37.0,19,2025-10-10,6,2979.59,entregue
872,30.0,19,2024-02-28,3,1848.45,entregue
873,192.0,25,2024-06-22,8,270.48,entregue
874,17.0,25,2024-07-06,4,352.12,processando
875,117.0,15,2025-02-14,8,3154.96,entregue
876,295.0,5,2025-06-20,9,2325.81,entregue
877,235.0,10,2026-01-10,3,507.74,enviado
878,276.0,23,2025-01-13,3,246.0,entregue
879,97.0,27,2025-04-05,5,-617.49,cancelado
880,74.0,8,2025-09-15,7,2729.54,processando
881,251.0,15,2026-01-06,8,2632.73,enviado
882,281.0,19,2025-04-09,1,3328.01,cancelado
883,7.0,27,2025-11-29,4,304.02,cancelado
884,116.0,27,2024-12-24,3,997.01,enviado
885,136.0,15,2024-08-20,2,3622.48,cancelado
886,102.0,2,2024-02-05,9,1309.63,entregue
887,231.0,13,2024-09-14,4,3059.84,entregue
888,399.0,25,2024-04-12,10,3146.51,enviado
889,9.0,16,2025-06-19,10,2511.66,enviado
890,51.0,32,2025-11-08,4,-861.72,enviado
891,24.0,10,2025-11-25,3,580.88,cancelado
892,206.0,17,2024-08-27,7,526.99,entregue
893,83.0,2,2024-09-25,7,878.24, ENTREGUE 
894,84.0,19,2024-06-19,10,3311.85,entregue
895,45.0,23,2024-09-26,7,864.6,entregue
896,208.0,3,2026-01-25,3,3919.31,entregue
897,381.0,28,2024-12-04,3,3054.75,enviado
898,206.0,13,2024-10-23,9,3990.17,processando
899,260.0,7,2024-08-16,1,1692.34,cancelado
900,189.0,13,2024-09-01,9,2607.98,processando
901,320.0,21,2025-11-03,1,436.87,entregue
902,281.0,24,2026-02-12,2,3726.24,entregue
903,163.0,2,2024-01-08,10,2840.62,cancelado
904,394.0,19,2024-08-27,1,3277.85,cancelado
905,20.0,18,2024-04-24,8,3099.47,cancelado
906,30.0,8,2025-03-25,10,1246.41,processando
907,339.0,15,2025-11-28,1,3877.53,entregue
908,5.0,4,2025-12-28,3,2908.97,processando
909,393.0,8,2025-09-01,-5,839.34,cancelado
910,352.0,13,2024-12-28,1,1909.07,entregue
911,133.0,10,2024-11-07,4,3447.16,processando
912,291.0,25,2025-09-22,9,1408.4,processando
913,10.0,6,2024-04-26,10,2733.85,enviado
914,84.0,19,2025-11-13,7,694.39,processando
915,218.0,31,2025-07-01,3,2110.96,entregue
916,290.0,17,2026-02-08,5,1280.02,cancelado
917,307.0,30,2024-01-26,10,-76.54,entregue
918,5.0,15,2025-09-03,2,3417.2,entregue
919,384.0,4,2024-03-19,6,2934.0,processando
920,223.0,21,2024-12-19,6,1029.67,processando
921,365.0,25,2024-12-09,3,1980.74,processando
922,23.0,3,2024-08-30,3,313.7,entregue
923,,2,2025-05-24,10,348.53,processando
924,334.0,18,2026-01-24,4,3249.4,cancelado
925,47.0,3,2024-07-26,7,2256.37,processando
926,136.0,7,2024-10-16,7,2258.11,entregue
927,383.0,17,2025-06-26,3,593.17,enviado
928,173.0,26,2025-05-21,2,1881.6,cancelado
929,171.0,24,2024-02-17,2,3326.61,entregue
930,247.0,14,2026-01-24,4,1506.08,entregue
931,390.0,32,2024-01-28,10,1544.16,processando
932,203.0,9,2026-03-14,1,1728.52,processando
933,121.0,30,2024-01-09,6,3002.03,entregue
934,306.0,2,2024-03-14,6,2043.8,entregue
935,135.0,28,2024-10-19,9,3666.61,cancelado
936,172.0,15,2024-06-23,8,1459.12,entregue
937,34.0,11,2025-05-31,7,2890.32,entregue
938,200.0,9,2025-06-26,5,3925.79,enviado
939,117.0,11,2024-01-13,8,1133.73,entregue
940,355.0,12,2024-03-15,2,571.78,cancelado
941,370.0,28,2025-07-01,9,830.89,cancelado
942,47.0,26,2024-07-14,3,443.65,enviado
943,143.0,24,2024-04-10,1,3876.9,enviado
944,,29,2025-11-14,4,1020.17,entregue
945,376.0,26,2025-08-21,10,3243.78,cancelado
946,2.0,20,2025-11-06,2,2301.09,entregue
947,361.0,8,2025-12-26,8,2494.92,enviado
948,358.0,19,2024-06-11,6,757.61,enviado
949,349.0,9,2024-01-05,9,363.85,entregue
950,275.0,23,2026-02-05,9,1806.96,enviado
951,56.0,10,2026-02-15,1,743.81,processando
952,366.0,6,2024-11-27,5,1848.78,entregue
953,87.0,25,2025-07-22,5,510.25,entregue
954,269.0,2,2025-03-19,1,315.37,cancelado
955,239.0,17,2024-02-24,6,443.01,processando
956,271.0,3,2025-01-18,3,572.76,enviado
957,136.0,1,2025-10-19,8,1008.86,entregue
958,85.0,12,2026-01-29,2,3686.19,entregue
959,60.0,20,2025-01-25,10,3888.79,enviado
960,25.0,7,2024-06-22,1,1419.99,processando
961,313.0,22,2025-05-29,3,3823.3,entregue
962,288.0,24,2025-02-10,10,3916.09,enviado
963,328.0,2,2024-07-05,7,-2843.67,entregue
964,32.0,8,2024-06-01,5,1909.78,entregue
965,396.0,5,2025-10-23,8,1773.92,cancelado
966,374.0,16,2025-12-05,7,3134.54,processando
967,288.0,12,2026-01-01,9,3296.12,entregue
968,148.0,31,2025-12-28,10,2311.7,processando
969,300.0,10,2024-01-31,8,3112.72,entregue
970,52.0,32,2025-06-01,4,65.07,entregue
971,278.0,18,2024-12-12,4,1198.31,entregue
972,252.0,4,2024-08-09,1,1576.79,cancelado
973,26.0,20,2024-02-07,1,777.08,enviado
974,385.0,24,2024-01-03,2,889.23,entregue
975,177.0,20,2025-03-23,7,608.9,cancelado
976,4.0,16,2025-03-12,1,2634.11,cancelado
977,373.0,25,2025-12-21,2,3700.74,processando
978,62.0,23,2025-02-20,1,3834.6,entregue
979,282.0,21,2025-03-23,4,2152.77,entregue
980,9.0,9,2025-01-15,7,1876.81,processando
981,157.0,14,2024-04-02,2,-433.72,entregue
982,268.0,4,2025-09-22,5,2479.97,entregue
983,196.0,28,2024-07-21,7,3064.46,enviado
984,70.0,10,2024-03-08,7,1650.28,entregue
985,280.0,17,2025-10-25,5,309.25,cancelado
986,98.0,3,2025-09-18,3,3736.3, ENVIADO 
987,8.0,25,2025-01-11,2,3340.79,enviado
988,73.0,1,2025-01-20,8,3731.09,processando
989,207.0,3,2025-08-04,1,2564.3,cancelado
990,394.0,21,2025-08-15,6,2535.0,processando
991,325.0,27,2025-08-29,9,43.74,cancelado
992,3.0,21,2025-10-05,1,2134.21,entregue
993,240.0,13,2024-10-28,2,1582.65,entregue
994,355.0,17,2025-09-27,10,1534.16,enviado
995,10.0,22,2026-03-16,5,2978.26,entregue
996,2.0,29,2024-06-25,10,774.35,entregue
997,170.0,31,2025-07-21,2,3135.36,cancelado
998,193.0,21,2024-01-29,5,3653.19,processando
999,323.0,3,2026-01-07,5,887.18,entregue
1000,366.0,16,2025-05-25,3,1450.87,enviado
1001,341.0,1,2025-11-19,9,376.15,cancelado
1002,262.0,8,2025-07-26,5,1433.15,processando
1003,129.0,21,2024-04-04,7,3828.17,enviado
1004,175.0,24,2024-05-12,-4,2784.6,cancelado
1005,215.0,29,2025-01-10,7,2648.46,entregue
1006,10.0,6,2024-08-24,10,3116.06,cancelado
1007,360.0,11,2024-11-02,5,1224.82,entregue
1008,194.0,18,2024-06-13,7,2636.41,enviado
1009,4.0,9,2025-06-26,8,3181.92,entregue
1010,331.0,6,2025-06-09,2,542.54,entregue
1011,389.0,27,2024-07-09,1,3750.45,entregue
1012,257.0,16,2024-04-27,6,3282.76,cancelado
1013,21.0,22,2026-02-09,7,2538.17,cancelado
1014,352.0,6,2026-01-17,-7,2767.21,entregue
1015,73.0,10,2024-10-20,2,3755.07,processando
1016,367.0,22,2024-12-07,1,422.11,entregue
1017,127.0,22,2024-05-11,3,651.15,processando
1018,89.0,16,2024-11-01,2,1511.76,enviado
1019,28.0,6,2024-07-26,6,494.01,cancelado
1020,212.0,29,2024-12-05,6,1246.87,cancelado
1021,345.0,21,2024-10-24,5,3872.49,processando
1022,30.0,13,2026-03-03,2,1578.73,processando
1023,172.0,15,2024-02-14,9,3216.82,entregue
1024,39.0,32,2025-03-22,4,380.16,entregue
1025,215.0,20,2026-03-08,7,1465.59,entregue
1026,357.0,19,2024-02-27,9,2338.12,cancelado
1027,126.0,6,2024-02-01,9,504.53,entregue
1028,27.0,10,2025-09-01,10,1501.48,entregue
1029,207.0,16,2025-10-30,1,2736.02,entregue
1030,85.0,18,2026-02-21,9,2673.92,entregue
1031,81.0,30,2025-05-07,3,1013.09,processando
1032,266.0,2,2025-08-07,8,1569.44,processando
1033,221.0,11,2025-03-01,8,-3012.85,entregue
1034,220.0,4,2024-02-14,3,3724.52,processando
1035,272.0,20,2026-01-04,1,262.15,entregue
1036,296.0,14,2024-11-03,5,3966.34,processando
1037,375.0,17,2025-01-16,10,3888.97,enviado
1038,13.0,32,2025-11-25,10,3691.04,entregue
1039,78.0,2,2025-06-25,9,970.0,enviado
1040,268.0,26,2025-08-24,10,2192.58,entregue
1041,51.0,9,2025-12-29,3,193.02,enviado
1042,171.0,25,2025-01-11,1,3764.61,cancelado
1043,397.0,30,2024-04-11,3,3304.68,enviado
1044,55.0,7,2025-05-15,2,3074.0,entregue
1045,303.0,23,2025-09-25,8,3933.16, CANCELADO 
1046,231.0,20,2025-09-20,10,3297.51,cancelado
1047,243.0,18,2025-08-10,6,281.33,entregue
1048,292.0,15,2024-04-30,1,3030.83,entregue
1049,224.0,24,2025-11-30,3,2676.8,enviado
1050,174.0,3,2025-12-16,1,581.77,entregue
1051,333.0,17,2024-06-22,9,1301.04,entregue
1052,208.0,2,2024-11-18,2,2690.47,enviado
1053,52.0,10,2024-12-20,4,2619.25,entregue
1054,162.0,12,2025-03-31,5,1761.56,enviado
1055,226.0,24,2024-06-25,10,449.81,entregue
1056,189.0,14,2024-06-16,2,244.2,enviado
1057,80.0,2,2025-07-07,5,1064.43,processando
1058,386.0,14,2024-01-29,8,991.53,entregue
1059,399.0,23,2025-06-02,5,2928.22,entregue
1060,333.0,5,2024-11-14,9,1719.75,cancelado
1061,374.0,7,2024-05-17,10,2019.62,entregue
1062,332.0,7,2025-07-07,6,3110.13,entregue
1063,279.0,18,2025-03-02,1,2582.43,processando
1064,211.0,20,2024-05-02,8,3792.38,entregue
1065,58.0,24,2026-01-06,5,2244.28,entregue
1066,16.0,9,2025-10-01,-7,2099.15,entregue
1067,353.0,2,2024-12-11,8,974.23,cancelado
1068,279.0,4,2025-11-14,1,1588.13,entregue
1069,185.0,7,2024-06-29,8,2032.26,entregue
1070,237.0,11,2025-08-04,10,331.8,entregue
1071,250.0,14,2024-04-18,1,2925.85,entregue
1072,215.0,1,2024-05-19,7,2453.18,enviado
1073,347.0,19,2025-08-17,3,1164.69,entregue
1074,390.0,5,2024-09-10,10,545.39,processando
1075,0.0,27,2024-06-08,10,238.16,entregue
1076,170.0,5,2024-06-02,2,2689.31,entregue
